Party Id,Security Balance,Currency Balance,CCF Exchange Factor
T1455,P45,P43,100,P43,P45,100
T1456,P46,P44,100,P44,P46,100
T1457,P47,P48,100,P48,P47,1400
T1458,P47,P46,200,P46,P47,300
T1459,P43,P48,300,P48,P43,600
T1460,P48,P47,300,P47,P48,700
T1461,P50,P49,300,P49,P50,100
T1462,P50,P51,100,P51,P50,100
T1463,P51,P49,100,P49,P51,100
T1464,P52,P50,100,P50,P52,100
T1465,P53,P54,100,P54,P53,1400
T1466,P53,P52,200,P52,P53,300
T1467,P49,P54,300,P54,P49,600
T1468,P54,P53,300,P53,P54,700
T1469,P38,P44,100,P44,P38,100
T1470,P44,P50,100,P50,P44,100
T1471,P50,P39,100,P39,P50,100
T1472,P39,P42,100,P42,P39,100
T1473,P38,P37,300,P37,P38,100
T1474,P38,P39,100,P39,P38,100
T1475,P39,P37,100,P37,P39,100
T1476,P40,P38,100,P38,P40,100
T1477,P41,P42,100,P42,P41,1400
T1478,P41,P40,200,P40,P41,300
T1479,P37,P42,300,P42,P37,600
T1480,P42,P41,300,P41,P42,700
T1481,P44,P43,300,P43,P44,100
T1482,P44,P45,100,P45,P44,100
T1483,P45,P43,100,P43,P45,100
T1484,P46,P44,100,P44,P46,100
T1485,P47,P48,100,P48,P47,1400
T1486,P47,P46,200,P46,P47,300
T1487,P43,P48,300,P48,P43,600
T1488,P48,P47,300,P47,P48,700
T1489,P50,P49,300,P49,P50,100
T1490,P50,P51,100,P51,P50,100
T1491,P51,P49,100,P49,P51,100
T1492,P52,P50,100,P50,P52,100
T1493,P53,P54,100,P54,P53,1400
T1494,P53,P52,200,P52,P53,300
T1495,P49,P54,300,P54,P49,600
T1496,P54,P53,300,P53,P54,700
T1497,P38,P44,100,P44,P38,100
T1498,P44,P50,100,P50,P44,100
T1499,P50,P39,200,P39,P50,100
T1500,P50,P42,100,P42,P50,100
T1501,P38,P37,300,P37,P38,100
T1502,P38,P39,100,P39,P38,100
T1503,P39,P37,100,P37,P39,100
T1504,P40,P38,100,P38,P40,100
T1505,P41,P42,100,P42,P41,1400
T1506,P41,P40,200,P40,P41,300
T1507,P37,P42,300,P42,P37,600
T1508,P42,P41,300,P41,P42,700
T1509,P44,P43,300,P43,P44,100
T1510,P44,P45,100,P45,P44,100
T1511,P45,P43,100,P43,P45,100
T1512,P46,P44,100,P44,P46,100
T1513,P47,P48,100,P48,P47,1400
T1514,P47,P46,200,P46,P47,300
T1515,P43,P48,300,P48,P43,600
T1516,P48,P47,300,P47,P48,700
T1517,P50,P49,300,P49,P50,100
T1518,P50,P51,100,P51,P50,100
T1519,P51,P49,100,P49,P51,100
T1520,P52,P50,100,P50,P52,100
T1521,P53,P54,100,P54,P53,1400
T1522,P53,P52,200,P52,P53,300
T1523,P49,P54,300,P54,P49,600
T1524,P54,P53,300,P53,P54,700
T1525,P38,P44,100,P44,P38,100
T1526,P44,P50,100,P50,P44,100
T1527,P50,P39,100,P39,P50,100
T1528,P39,P42,100,P42,P39,100
T1529,P38,P37,300,P37,P38,100
T1530,P38,P39,100,P39,P38,100
T1531,P39,P37,100,P37,P39,100
T1532,P40,P38,100,P38,P40,100
T1533,P41,P42,100,P42,P41,1400
T1534,P41,P40,200,P40,P41,300
T1535,P37,P42,300,P42,P37,600
T1536,P42,P41,300,P41,P42,700
T1537,P44,P43,300,P43,P44,100
T1538,P44,P45,100,P45,P44,100
T1539,P45,P43,100,P43,P45,100
T1540,P46,P44,100,P44,P46,100
T1541,P47,P48,100,P48,P47,1400
T1542,P47,P46,200,P46,P47,300
T1543,P43,P48,300,P48,P43,600
T1544,P48,P47,300,P47,P48,700
T1545,P50,P49,300,P49,P50,100
T1546,P50,P51,100,P51,P50,100
T1547,P51,P49,100,P49,P51,100
T1548,P52,P50,100,P50,P52,100
T1549,P53,P54,100,P54,P53,1400
T1550,P53,P52,200,P52,P53,300
T1551,P49,P54,300,P54,P49,600
T1552,P54,P53,300,P53,P54,700
T1553,P38,P44,100,P44,P38,100
T1554,P44,P50,100,P50,P44,100
T1555,P50,P39,200,P39,P50,100
T1556,P50,P42,100,P42,P50,100
T1557,P38,P37,300,P37,P38,100
T1558,P38,P39,100,P39,P38,100
T1559,P39,P37,100,P37,P39,100
T1560,P40,P38,100,P38,P40,100
T1561,P41,P42,100,P42,P41,1400
T1562,P41,P40,200,P40,P41,300
T1563,P37,P42,300,P42,P37,600
T1564,P42,P41,300,P41,P42,700
T1565,P44,P43,300,P43,P44,100
T1566,P44,P45,100,P45,P44,100
T1567,P45,P43,100,P43,P45,100
T1568,P46,P44,100,P44,P46,100
T1569,P47,P48,100,P48,P47,1400
T1570,P47,P46,200,P46,P47,300
T1571,P43,P48,300,P48,P43,600
T1572,P48,P47,300,P47,P48,700
T1573,P50,P49,300,P49,P50,100
T1574,P50,P51,100,P51,P50,100
T1575,P51,P49,100,P49,P51,100
T1576,P52,P50,100,P50,P52,100
T1577,P53,P54,100,P54,P53,1400
T1578,P53,P52,200,P52,P53,300
T1579,P49,P54,300,P54,P49,600
T1580,P54,P53,300,P53,P54,700
T1581,P38,P44,100,P44,P38,100
T1582,P44,P50,100,P50,P44,100
T1583,P50,P39,100,P39,P50,100
T1584,P39,P42,100,P42,P39,100
T1585,P38,P37,300,P37,P38,100
T1586,P38,P39,100,P39,P38,100
T1587,P39,P37,100,P37,P39,100
T1588,P40,P38,100,P38,P40,100
T1589,P41,P42,100,P42,P41,1400
T1590,P41,P40,200,P40,P41,300
T1591,P37,P42,300,P42,P37,600
T1592,P42,P41,300,P41,P42,700
T1593,P44,P43,300,P43,P44,100
T1594,P44,P45,100,P45,P44,100
T1595,P45,P43,100,P43,P45,100
T1596,P46,P44,100,P44,P46,100
T1597,P47,P48,100,P48,P47,1400
T1598,P47,P46,200,P46,P47,300
T1599,P43,P48,300,P48,P43,600
T1600,P48,P47,300,P47,P48,700
T1601,P50,P49,300,P49,P50,100
T1602,P50,P51,100,P51,P50,100
T1603,P51,P49,100,P49,P51,100
T1604,P52,P50,100,P50,P52,100
T1605,P53,P54,100,P54,P53,1400
T1606,P53,P52,200,P52,P53,300
T1607,P49,P54,300,P54,P49,600
T1608,P54,P53,300,P53,P54,700
T1609,P38,P44,100,P44,P38,100
T1610,P44,P50,100,P50,P44,100
T1611,P50,P39,200,P39,P50,100
T1612,P50,P42,100,P42,P50,100
T1613,P38,P37,300,P37,P38,100
T1614,P38,P39,100,P39,P38,100
T1615,P39,P37,100,P37,P39,100
T1616,P40,P38,100,P38,P40,100
T1617,P41,P42,100,P42,P41,1400
T1618,P41,P40,200,P40,P41,300
T1619,P37,P42,300,P42,P37,600
T1620,P42,P41,300,P41,P42,700
T1621,P44,P43,300,P43,P44,100
T1622,P44,P45,100,P45,P44,100
T1623,P45,P43,100,P43,P45,100
T1624,P46,P44,100,P44,P46,100
T1625,P47,P48,100,P48,P47,1400
T1626,P47,P46,200,P46,P47,300
T1627,P43,P48,300,P48,P43,600
T1628,P48,P47,300,P47,P48,700
T1629,P50,P49,300,P49,P50,100
T1630,P50,P51,100,P51,P50,100
T1631,P51,P49,100,P49,P51,100
T1632,P52,P50,100,P50,P52,100
T1633,P53,P54,100,P54,P53,1400
T1634,P53,P52,200,P52,P53,300
T1635,P49,P54,300,P54,P49,600
T1636,P54,P53,300,P53,P54,700
T1637,P38,P44,100,P44,P38,100
T1638,P44,P50,100,P50,P44,100
T1639,P50,P39,100,P39,P50,100
T1640,P39,P42,100,P42,P39,100
T1641,P38,P37,300,P37,P38,100
T1642,P38,P39,100,P39,P38,100
T1643,P39,P37,100,P37,P39,100
T1644,P40,P38,100,P38,P40,100
T1645,P41,P42,100,P42,P41,1400
T1646,P41,P40,200,P40,P41,300
T1647,P37,P42,300,P42,P37,600
T1648,P42,P41,300,P41,P42,700
T1649,P44,P43,300,P43,P44,100
T1650,P44,P45,100,P45,P44,100
T1651,P45,P43,100,P43,P45,100
T1652,P46,P44,100,P44,P46,100
T1653,P47,P48,100,P48,P47,1400
T1654,P47,P46,200,P46,P47,300
T1655,P43,P48,300,P48,P43,600
T1656,P48,P47,300,P47,P48,700
T1657,P50,P49,300,P49,P50,100
T1658,P50,P51,100,P51,P50,100
T1659,P51,P49,100,P49,P51,100
T1660,P52,P50,100,P50,P52,100
T1661,P53,P54,100,P54,P53,1400
T1662,P53,P52,200,P52,P53,300
T1663,P49,P54,300,P54,P49,600
T1664,P54,P53,300,P53,P54,700
T1665,P38,P44,100,P44,P38,100
T1666,P44,P50,100,P50,P44,100
T1667,P50,P39,200,P39,P50,100
T1668,P50,P42,100,P42,P50,100
T1669,P38,P37,300,P37,P38,100
T1670,P38,P39,100,P39,P38,100
T1671,P39,P37,100,P37,P39,100
T1672,P40,P38,100,P38,P40,100
T1673,P41,P42,100,P42,P41,1400
T1674,P41,P40,200,P40,P41,300
T1675,P37,P42,300,P42,P37,600
T1676,P42,P41,300,P41,P42,700
T1677,P44,P43,300,P43,P44,100
T1678,P44,P45,100,P45,P44,100
T1679,P45,P43,100,P43,P45,100
T1680,P46,P44,100,P44,P46,100
T1681,P47,P48,100,P48,P47,1400
T1682,P47,P46,200,P46,P47,300
T1683,P43,P48,300,P48,P43,600
T1684,P48,P47,300,P47,P48,700
T1685,P50,P49,300,P49,P50,100
T1686,P50,P51,100,P51,P50,100
T1687,P51,P49,100,P49,P51,100
T1688,P52,P50,100,P50,P52,100
T1689,P53,P54,100,P54,P53,1400
T1690,P53,P52,200,P52,P53,300
T1691,P49,P54,300,P54,P49,600
T1692,P54,P53,300,P53,P54,700
T1693,P38,P44,100,P44,P38,100
T1694,P44,P50,100,P50,P44,100
T1695,P50,P39,100,P39,P50,100
T1696,P39,P42,100,P42,P39,100
T1697,P38,P37,300,P37,P38,100
T1698,P38,P39,100,P39,P38,100
T1699,P39,P37,100,P37,P39,100
T1700,P40,P38,100,P38,P40,100
T1701,P41,P42,100,P42,P41,1400
T1702,P41,P40,200,P40,P41,300
T1703,P37,P42,300,P42,P37,600
T1704,P42,P41,300,P41,P42,700
T1705,P44,P43,300,P43,P44,100
T1706,P44,P45,100,P45,P44,100
T1707,P45,P43,100,P43,P45,100
T1708,P46,P44,100,P44,P46,100
T1709,P47,P48,100,P48,P47,1400
T1710,P47,P46,200,P46,P47,300
T1711,P43,P48,300,P48,P43,600
T1712,P48,P47,300,P47,P48,700
T1713,P50,P49,300,P49,P50,100
T1714,P50,P51,100,P51,P50,100
T1715,P51,P49,100,P49,P51,100
T1716,P52,P50,100,P50,P52,100
T1717,P53,P54,100,P54,P53,1400
T1718,P53,P52,200,P52,P53,300
T1719,P49,P54,300,P54,P49,600
T1720,P54,P53,300,P53,P54,700
T1721,P38,P44,100,P44,P38,100
T1722,P44,P50,100,P50,P44,100
T1723,P50,P39,200,P39,P50,100
T1724,P50,P42,100,P42,P50,100
T1725,P38,P37,300,P37,P38,100
T1726,P38,P39,100,P39,P38,100
T1727,P39,P37,100,P37,P39,100
T1728,P40,P38,100,P38,P40,100
T1729,P41,P42,100,P42,P41,1400
T1730,P41,P40,200,P40,P41,300
T1731,P37,P42,300,P42,P37,600
T1732,P42,P41,300,P41,P42,700
T1733,P44,P43,300,P43,P44,100
T1734,P44,P45,100,P45,P44,100
T1735,P45,P43,100,P43,P45,100
T1736,P46,P44,100,P44,P46,100
T1737,P47,P48,100,P48,P47,1400
T1738,P47,P46,200,P46,P47,300
T1739,P43,P48,300,P48,P43,600
T1740,P48,P47,300,P47,P48,700
T1741,P50,P49,300,P49,P50,100
T1742,P50,P51,100,P51,P50,100
T1743,P51,P49,100,P49,P51,100
T1744,P52,P50,100,P50,P52,100
T1745,P53,P54,100,P54,P53,1400
T1746,P53,P52,200,P52,P53,300
T1747,P49,P54,300,P54,P49,600
T1748,P54,P53,300,P53,P54,700
T1749,P38,P44,100,P44,P38,100
T1750,P44,P50,100,P50,P44,100
T1751,P50,P39,100,P39,P50,100
T1752,P39,P42,100,P42,P39,100
T1753,P38,P37,300,P37,P38,100
T1754,P38,P39,100,P39,P38,100
T1755,P39,P37,100,P37,P39,100
T1756,P40,P38,100,P38,P40,100
T1757,P41,P42,100,P42,P41,1400
T1758,P41,P40,200,P40,P41,300
T1759,P37,P42,300,P42,P37,600
T1760,P42,P41,300,P41,P42,700
T1761,P44,P43,300,P43,P44,100
T1762,P44,P45,100,P45,P44,100
T1763,P45,P43,100,P43,P45,100
T1764,P46,P44,100,P44,P46,100
T1765,P47,P48,100,P48,P47,1400
T1766,P47,P46,200,P46,P47,300
T1767,P43,P48,300,P48,P43,600
T1768,P48,P47,300,P47,P48,700
T1769,P50,P49,300,P49,P50,100
T1770,P50,P51,100,P51,P50,100
T1771,P51,P49,100,P49,P51,100
T1772,P52,P50,100,P50,P52,100
T1773,P53,P54,100,P54,P53,1400
T1774,P53,P52,200,P52,P53,300
T1775,P49,P54,300,P54,P49,600
T1776,P54,P53,300,P53,P54,700
T1777,P38,P44,100,P44,P38,100
T1778,P44,P50,100,P50,P44,100
T1779,P50,P39,200,P39,P50,100
T1780,P50,P42,100,P42,P50,100
T1781,P56,P55,300,P55,P56,100
T1782,P56,P57,100,P57,P56,100
T1783,P57,P55,100,P55,P57,100
T1784,P58,P56,100,P56,P58,100
T1785,P59,P60,100,P60,P59,1400
T1786,P59,P58,200,P58,P59,300
T1787,P55,P60,300,P60,P55,600
T1788,P60,P59,300,P59,P60,700
T1789,P62,P61,300,P61,P62,100
T1790,P62,P63,100,P63,P62,100
T1791,P63,P61,100,P61,P63,100
T1792,P64,P62,100,P62,P64,100
T1793,P65,P66,100,P66,P65,1400
T1794,P65,P64,200,P64,P65,300
T1795,P61,P66,300,P66,P61,600
T1796,P66,P65,300,P65,P66,700
T1797,P68,P67,300,P67,P68,100
T1798,P68,P69,100,P69,P68,100
T1799,P69,P67,100,P67,P69,100
T1800,P70,P68,100,P68,P70,100
T1801,P71,P72,100,P72,P71,1400
T1802,P71,P70,200,P70,P71,300
T1803,P67,P72,300,P72,P67,600
T1804,P72,P71,300,P71,P72,700
T1805,P56,P62,100,P62,P56,100
T1806,P62,P68,100,P68,P62,100
T1807,P68,P57,100,P57,P68,100
T1808,P57,P60,100,P60,P57,100
T1809,P56,P55,300,P55,P56,100
T1810,P56,P57,100,P57,P56,100
T1811,P57,P55,100,P55,P57,100
T1812,P58,P56,100,P56,P58,100
T1813,P59,P60,100,P60,P59,1400
T1814,P59,P58,200,P58,P59,300
T1815,P55,P60,300,P60,P55,600
T1816,P60,P59,300,P59,P60,700
T1817,P62,P61,300,P61,P62,100
T1818,P62,P63,100,P63,P62,100
T1819,P63,P61,100,P61,P63,100
T1820,P64,P62,100,P62,P64,100
T1821,P65,P66,100,P66,P65,1400
T1822,P65,P64,200,P64,P65,300
T1823,P61,P66,300,P66,P61,600
T1824,P66,P65,300,P65,P66,700
T1825,P68,P67,300,P67,P68,100
T1826,P68,P69,100,P69,P68,100
T1827,P69,P67,100,P67,P69,100
T1828,P70,P68,100,P68,P70,100
T1829,P71,P72,100,P72,P71,1400
T1830,P71,P70,200,P70,P71,300
T1831,P67,P72,300,P72,P67,600
T1832,P72,P71,300,P71,P72,700
T1833,P56,P62,100,P62,P56,100
T1834,P62,P68,100,P68,P62,100
T1835,P68,P57,200,P57,P68,100
T1836,P68,P60,100,P60,P68,100
T1837,P56,P55,300,P55,P56,100
T1838,P56,P57,100,P57,P56,100
T1839,P57,P55,100,P55,P57,100
T1840,P58,P56,100,P56,P58,100
T1841,P59,P60,100,P60,P59,1400
T1842,P59,P58,200,P58,P59,300
T1843,P55,P60,300,P60,P55,600
T1844,P60,P59,300,P59,P60,700
T1845,P62,P61,300,P61,P62,100
T1846,P62,P63,100,P63,P62,100
T1847,P63,P61,100,P61,P63,100
T1848,P64,P62,100,P62,P64,100
T1849,P65,P66,100,P66,P65,1400
T1850,P65,P64,200,P64,P65,300
T1851,P61,P66,300,P66,P61,600
T1852,P66,P65,300,P65,P66,700
T1853,P68,P67,300,P67,P68,100
T1854,P68,P69,100,P69,P68,100
T1855,P69,P67,100,P67,P69,100
T1856,P70,P68,100,P68,P70,100
T1857,P71,P72,100,P72,P71,1400
T1858,P71,P70,200,P70,P71,300
T1859,P67,P72,300,P72,P67,600
T1860,P72,P71,300,P71,P72,700
T1861,P56,P62,100,P62,P56,100
T1862,P62,P68,100,P68,P62,100
T1863,P68,P57,100,P57,P68,100
T1864,P57,P60,100,P60,P57,100
T1865,P56,P55,300,P55,P56,100
T1866,P56,P57,100,P57,P56,100
T1867,P57,P55,100,P55,P57,100
T1868,P58,P56,100,P56,P58,100
T1869,P59,P60,100,P60,P59,1400
T1870,P59,P58,200,P58,P59,300
T1871,P55,P60,300,P60,P55,600
T1872,P60,P59,300,P59,P60,700
T1873,P62,P61,300,P61,P62,100
T1874,P62,P63,100,P63,P62,100
T1875,P63,P61,100,P61,P63,100
T1876,P64,P62,100,P62,P64,100
T1877,P65,P66,100,P66,P65,1400
T1878,P65,P64,200,P64,P65,300
T1879,P61,P66,300,P66,P61,600
T1880,P66,P65,300,P65,P66,700
T1881,P68,P67,300,P67,P68,100
T1882,P68,P69,100,P69,P68,100
T1883,P69,P67,100,P67,P69,100
T1884,P70,P68,100,P68,P70,100
T1885,P71,P72,100,P72,P71,1400
T1886,P71,P70,200,P70,P71,300
T1887,P67,P72,300,P72,P67,600
T1888,P72,P71,300,P71,P72,700
T1889,P56,P62,100,P62,P56,100
T1890,P62,P68,100,P68,P62,100
T1891,P68,P57,200,P57,P68,100
T1892,P68,P60,100,P60,P68,100
T1893,P56,P55,300,P55,P56,100
T1894,P56,P57,100,P57,P56,100
T1895,P57,P55,100,P55,P57,100
T1896,P58,P56,100,P56,P58,100
T1897,P59,P60,100,P60,P59,1400
T1898,P59,P58,200,P58,P59,300
T1899,P55,P60,300,P60,P55,600
T1900,P60,P59,300,P59,P60,700
T1901,P62,P61,300,P61,P62,100
T1902,P62,P63,100,P63,P62,100
T1903,P63,P61,100,P61,P63,100
T1904,P64,P62,100,P62,P64,100
T1905,P65,P66,100,P66,P65,1400
T1906,P65,P64,200,P64,P65,300
T1907,P61,P66,300,P66,P61,600
T1908,P66,P65,300,P65,P66,700
T1909,P68,P67,300,P67,P68,100
T1910,P68,P69,100,P69,P68,100
T1911,P69,P67,100,P67,P69,100
T1912,P70,P68,100,P68,P70,100
T1913,P71,P72,100,P72,P71,1400
T1914,P71,P70,200,P70,P71,300
T1915,P67,P72,300,P72,P67,600
T1916,P72,P71,300,P71,P72,700
T1917,P56,P62,100,P62,P56,100
T1918,P62,P68,100,P68,P62,100
T1919,P68,P57,100,P57,P68,100
T1920,P57,P60,100,P60,P57,100
T1921,P56,P55,300,P55,P56,100
T1922,P56,P57,100,P57,P56,100
T1923,P57,P55,100,P55,P57,100
T1924,P58,P56,100,P56,P58,100
T1925,P59,P60,100,P60,P59,1400
T1926,P59,P58,200,P58,P59,300
T1927,P55,P60,300,P60,P55,600
T1928,P60,P59,300,P59,P60,700
T1929,P62,P61,300,P61,P62,100
T1930,P62,P63,100,P63,P62,100
T1931,P63,P61,100,P61,P63,100
T1932,P64,P62,100,P62,P64,100
T1933,P65,P66,100,P66,P65,1400
T1934,P65,P64,200,P64,P65,300
T1935,P61,P66,300,P66,P61,600
T1936,P66,P65,300,P65,P66,700
T1937,P68,P67,300,P67,P68,100
T1938,P68,P69,100,P69,P68,100
T1939,P69,P67,100,P67,P69,100
T1940,P70,P68,100,P68,P70,100
T1941,P71,P72,100,P72,P71,1400
T1942,P71,P70,200,P70,P71,300
T1943,P67,P72,300,P72,P67,600
T1944,P72,P71,300,P71,P72,700
T1945,P56,P62,100,P62,P56,100
T1946,P62,P68,100,P68,P62,100
T1947,P68,P57,200,P57,P68,100
T1948,P68,P60,100,P60,P68,100
T1949,P56,P55,300,P55,P56,100
T1950,P56,P57,100,P57,P56,100
T1951,P57,P55,100,P55,P57,100
T1952,P58,P56,100,P56,P58,100
T1953,P59,P60,100,P60,P59,1400
T1954,P59,P58,200,P58,P59,300
T1955,P55,P60,300,P60,P55,600
T1956,P60,P59,300,P59,P60,700
T1957,P62,P61,300,P61,P62,100
T1958,P62,P63,100,P63,P62,100
T1959,P63,P61,100,P61,P63,100
T1960,P64,P62,100,P62,P64,100
T1961,P65,P66,100,P66,P65,1400
T1962,P65,P64,200,P64,P65,300
T1963,P61,P66,300,P66,P61,600
T1964,P66,P65,300,P65,P66,700
T1965,P68,P67,300,P67,P68,100
T1966,P68,P69,100,P69,P68,100
T1967,P69,P67,100,P67,P69,100
T1968,P70,P68,100,P68,P70,100
T1969,P71,P72,100,P72,P71,1400
T1970,P71,P70,200,P70,P71,300
T1971,P67,P72,300,P72,P67,600
T1972,P72,P71,300,P71,P72,700
T1973,P56,P62,100,P62,P56,100
T1974,P62,P68,100,P68,P62,100
T1975,P68,P57,100,P57,P68,100
T1976,P57,P60,100,P60,P57,100
T1977,P56,P55,300,P55,P56,100
T1978,P56,P57,100,P57,P56,100
T1979,P57,P55,100,P55,P57,100
T1980,P58,P56,100,P56,P58,100
T1981,P59,P60,100,P60,P59,1400
T1982,P59,P58,200,P58,P59,300
T1983,P55,P60,300,P60,P55,600
T1984,P60,P59,300,P59,P60,700
T1985,P62,P61,300,P61,P62,100
T1986,P62,P63,100,P63,P62,100
T1987,P63,P61,100,P61,P63,100
T1988,P64,P62,100,P62,P64,100
T1989,P65,P66,100,P66,P65,1400
T1990,P65,P64,200,P64,P65,300
T1991,P61,P66,300,P66,P61,600
T1992,P66,P65,300,P65,P66,700
T1993,P68,P67,300,P67,P68,100
T1994,P68,P69,100,P69,P68,100
T1995,P69,P67,100,P67,P69,100
T1996,P70,P68,100,P68,P70,100
T1997,P71,P72,100,P72,P71,1400
T1998,P71,P70,200,P70,P71,300
T1999,P67,P72,300,P72,P67,600
T2000,P72,P71,300,P71,P72,700
T2001,P56,P62,100,P62,P56,100
T2002,P62,P68,100,P68,P62,100
T2003,P68,P57,200,P57,P68,100
T2004,P68,P60,100,P60,P68,100
T2005,P56,P55,300,P55,P56,100
T2006,P56,P57,100,P57,P56,100
T2007,P57,P55,100,P55,P57,100
T2008,P58,P56,100,P56,P58,100
T2009,P59,P60,100,P60,P59,1400
T2010,P59,P58,200,P58,P59,300
T2011,P55,P60,300,P60,P55,600
T2012,P60,P59,300,P59,P60,700
T2013,P62,P61,300,P61,P62,100
T2014,P62,P63,100,P63,P62,100
T2015,P63,P61,100,P61,P63,100
T2016,P64,P62,100,P62,P64,100
T2017,P65,P66,100,P66,P65,1400
T2018,P65,P64,200,P64,P65,300
T2019,P61,P66,300,P66,P61,600
T2020,P66,P65,300,P65,P66,700
T2021,P68,P67,300,P67,P68,100
T2022,P68,P69,100,P69,P68,100
T2023,P69,P67,100,P67,P69,100
T2024,P70,P68,100,P68,P70,100
T2025,P71,P72,100,P72,P71,1400
T2026,P71,P70,200,P70,P71,300
T2027,P67,P72,300,P72,P67,600
T2028,P72,P71,300,P71,P72,700
T2029,P56,P62,100,P62,P56,100
T2030,P62,P68,100,P68,P62,100
T2031,P68,P57,100,P57,P68,100
T2032,P57,P60,100,P60,P57,100
T2033,P56,P55,300,P55,P56,100
T2034,P56,P57,100,P57,P56,100
T2035,P57,P55,100,P55,P57,100
T2036,P58,P56,100,P56,P58,100
T2037,P59,P60,100,P60,P59,1400
T2038,P59,P58,200,P58,P59,300
T2039,P55,P60,300,P60,P55,600
T2040,P60,P59,300,P59,P60,700
T2041,P62,P61,300,P61,P62,100
T2042,P62,P63,100,P63,P62,100
T2043,P63,P61,100,P61,P63,100
T2044,P64,P62,100,P62,P64,100
T2045,P65,P66,100,P66,P65,1400
T2046,P65,P64,200,P64,P65,300
T2047,P61,P66,300,P66,P61,600
T2048,P66,P65,300,P65,P66,700
T2049,P68,P67,300,P67,P68,100
T2050,P68,P69,100,P69,P68,100
T2051,P69,P67,100,P67,P69,100
T2052,P70,P68,100,P68,P70,100
T2053,P71,P72,100,P72,P71,1400
T2054,P71,P70,200,P70,P71,300
T2055,P67,P72,300,P72,P67,600
T2056,P72,P71,300,P71,P72,700
T2057,P56,P62,100,P62,P56,100
T2058,P62,P68,100,P68,P62,100
T2059,P68,P57,200,P57,P68,100
T2060,P68,P60,100,P60,P68,100
T2061,P56,P55,300,P55,P56,100
T2062,P56,P57,100,P57,P56,100
T2063,P57,P55,100,P55,P57,100
T2064,P58,P56,100,P56,P58,100
T2065,P59,P60,100,P60,P59,1400
T2066,P59,P58,200,P58,P59,300
T2067,P55,P60,300,P60,P55,600
T2068,P60,P59,300,P59,P60,700
T2069,P62,P61,300,P61,P62,100
T2070,P62,P63,100,P63,P62,100
T2071,P63,P61,100,P61,P63,100
T2072,P64,P62,100,P62,P64,100
T2073,P65,P66,100,P66,P65,1400
T2074,P65,P64,200,P64,P65,300
T2075,P61,P66,300,P66,P61,600
T2076,P66,P65,300,P65,P66,700
T2077,P68,P67,300,P67,P68,100
T2078,P68,P69,100,P69,P68,100
T2079,P69,P67,100,P67,P69,100
T2080,P70,P68,100,P68,P70,100
T2081,P71,P72,100,P72,P71,1400
T2082,P71,P70,200,P70,P71,300
T2083,P67,P72,300,P72,P67,600
T2084,P72,P71,300,P71,P72,700
T2085,P56,P62,100,P62,P56,100
T2086,P62,P68,100,P68,P62,100
T2087,P68,P57,100,P57,P68,100
T2088,P57,P60,100,P60,P57,100
T2089,P56,P55,300,P55,P56,100
T2090,P56,P57,100,P57,P56,100
T2091,P57,P55,100,P55,P57,100
T2092,P58,P56,100,P56,P58,100
T2093,P59,P60,100,P60,P59,1400
T2094,P59,P58,200,P58,P59,300
T2095,P55,P60,300,P60,P55,600
T2096,P60,P59,300,P59,P60,700
T2097,P62,P61,300,P61,P62,100
T2098,P62,P63,100,P63,P62,100
T2099,P63,P61,100,P61,P63,100
T2100,P64,P62,100,P62,P64,100
T2101,P65,P66,100,P66,P65,1400
T2102,P65,P64,200,P64,P65,300
T2103,P61,P66,300,P66,P61,600
T2104,P66,P65,300,P65,P66,700
T2105,P68,P67,300,P67,P68,100
T2106,P68,P69,100,P69,P68,100
T2107,P69,P67,100,P67,P69,100
T2108,P70,P68,100,P68,P70,100
T2109,P71,P72,100,P72,P71,1400
T2110,P71,P70,200,P70,P71,300
T2111,P67,P72,300,P72,P67,600
T2112,P72,P71,300,P71,P72,700
T2113,P56,P62,100,P62,P56,100
T2114,P62,P68,100,P68,P62,100
T2115,P68,P57,200,P57,P68,100
T2116,P68,P60,100,P60,P68,100
T2117,P56,P55,300,P55,P56,100
T2118,P56,P57,100,P57,P56,100
T2119,P57,P55,100,P55,P57,100
T2120,P58,P56,100,P56,P58,100
T2121,P59,P60,100,P60,P59,1400
T2122,P59,P58,200,P58,P59,300
T2123,P55,P60,300,P60,P55,600
T2124,P60,P59,300,P59,P60,700
T2125,P62,P61,300,P61,P62,100
T2126,P62,P63,100,P63,P62,100
T2127,P63,P61,100,P61,P63,100
T2128,P64,P62,100,P62,P64,100
T2129,P65,P66,100,P66,P65,1400
T2130,P65,P64,200,P64,P65,300
T2131,P61,P66,300,P66,P61,600
T2132,P66,P65,300,P65,P66,700
T2133,P68,P67,300,P67,P68,100
T2134,P68,P69,100,P69,P68,100
T2135,P69,P67,100,P67,P69,100
T2136,P70,P68,100,P68,P70,100
T2137,P71,P72,100,P72,P71,1400
T2138,P71,P70,200,P70,P71,300
T2139,P67,P72,300,P72,P67,600
T2140,P72,P71,300,P71,P72,700
T2141,P56,P62,100,P62,P56,100
T2142,P62,P68,100,P68,P62,100
T2143,P68,P57,100,P57,P68,100
T2144,P57,P60,100,P60,P57,100
T2145,P56,P55,300,P55,P56,100
T2146,P56,P57,100,P57,P56,100
T2147,P57,P55,100,P55,P57,100
T2148,P58,P56,100,P56,P58,100
