Party Id,Security Balance,Currency Balance,CCF Exchange Factor
T10801,P308,P307,300,P307,P308,100
T10802,P308,P309,100,P309,P308,100
T10803,P309,P307,100,P307,P309,100
T10804,P310,P308,100,P308,P310,100
T10805,P311,P312,100,P312,P311,1400
T10806,P311,P310,200,P310,P311,300
T10807,P307,P312,300,P312,P307,600
T10808,P312,P311,300,P311,P312,700
T10809,P314,P313,300,P313,P314,100
T10810,P314,P315,100,P315,P314,100
T10811,P315,P313,100,P313,P315,100
T10812,P316,P314,100,P314,P316,100
T10813,P317,P318,100,P318,P317,1400
T10814,P317,P316,200,P316,P317,300
T10815,P313,P318,300,P318,P313,600
T10816,P318,P317,300,P317,P318,700
T10817,P320,P319,300,P319,P320,100
T10818,P320,P321,100,P321,P320,100
T10819,P321,P319,100,P319,P321,100
T10820,P322,P320,100,P320,P322,100
T10821,P323,P324,100,P324,P323,1400
T10822,P323,P322,200,P322,P323,300
T10823,P319,P324,300,P324,P319,600
T10824,P324,P323,300,P323,P324,700
T10825,P308,P314,100,P314,P308,100
T10826,P314,P320,100,P320,P314,100
T10827,P320,P309,100,P309,P320,100
T10828,P309,P312,100,P312,P309,100
T10829,P308,P307,300,P307,P308,100
T10830,P308,P309,100,P309,P308,100
T10831,P309,P307,100,P307,P309,100
T10832,P310,P308,100,P308,P310,100
T10833,P311,P312,100,P312,P311,1400
T10834,P311,P310,200,P310,P311,300
T10835,P307,P312,300,P312,P307,600
T10836,P312,P311,300,P311,P312,700
T10837,P314,P313,300,P313,P314,100
T10838,P314,P315,100,P315,P314,100
T10839,P315,P313,100,P313,P315,100
T10840,P316,P314,100,P314,P316,100
T10841,P317,P318,100,P318,P317,1400
T10842,P317,P316,200,P316,P317,300
T10843,P313,P318,300,P318,P313,600
T10844,P318,P317,300,P317,P318,700
T10845,P320,P319,300,P319,P320,100
T10846,P320,P321,100,P321,P320,100
T10847,P321,P319,100,P319,P321,100
T10848,P322,P320,100,P320,P322,100
T10849,P323,P324,100,P324,P323,1400
T10850,P323,P322,200,P322,P323,300
T10851,P319,P324,300,P324,P319,600
T10852,P324,P323,300,P323,P324,700
T10853,P308,P314,100,P314,P308,100
T10854,P314,P320,100,P320,P314,100
T10855,P320,P309,200,P309,P320,100
T10856,P320,P312,100,P312,P320,100
T10857,P308,P307,300,P307,P308,100
T10858,P308,P309,100,P309,P308,100
T10859,P309,P307,100,P307,P309,100
T10860,P310,P308,100,P308,P310,100
T10861,P311,P312,100,P312,P311,1400
T10862,P311,P310,200,P310,P311,300
T10863,P307,P312,300,P312,P307,600
T10864,P312,P311,300,P311,P312,700
T10865,P314,P313,300,P313,P314,100
T10866,P314,P315,100,P315,P314,100
T10867,P315,P313,100,P313,P315,100
T10868,P316,P314,100,P314,P316,100
T10869,P317,P318,100,P318,P317,1400
T10870,P317,P316,200,P316,P317,300
T10871,P313,P318,300,P318,P313,600
T10872,P318,P317,300,P317,P318,700
T10873,P320,P319,300,P319,P320,100
T10874,P320,P321,100,P321,P320,100
T10875,P321,P319,100,P319,P321,100
T10876,P322,P320,100,P320,P322,100
T10877,P323,P324,100,P324,P323,1400
T10878,P323,P322,200,P322,P323,300
T10879,P319,P324,300,P324,P319,600
T10880,P324,P323,300,P323,P324,700
T10881,P308,P314,100,P314,P308,100
T10882,P314,P320,100,P320,P314,100
T10883,P320,P309,100,P309,P320,100
T10884,P309,P312,100,P312,P309,100
T10885,P308,P307,300,P307,P308,100
T10886,P308,P309,100,P309,P308,100
T10887,P309,P307,100,P307,P309,100
T10888,P310,P308,100,P308,P310,100
T10889,P311,P312,100,P312,P311,1400
T10890,P311,P310,200,P310,P311,300
T10891,P307,P312,300,P312,P307,600
T10892,P312,P311,300,P311,P312,700
T10893,P314,P313,300,P313,P314,100
T10894,P314,P315,100,P315,P314,100
T10895,P315,P313,100,P313,P315,100
T10896,P316,P314,100,P314,P316,100
T10897,P317,P318,100,P318,P317,1400
T10898,P317,P316,200,P316,P317,300
T10899,P313,P318,300,P318,P313,600
T10900,P318,P317,300,P317,P318,700
T10901,P320,P319,300,P319,P320,100
T10902,P320,P321,100,P321,P320,100
T10903,P321,P319,100,P319,P321,100
T10904,P322,P320,100,P320,P322,100
T10905,P323,P324,100,P324,P323,1400
T10906,P323,P322,200,P322,P323,300
T10907,P319,P324,300,P324,P319,600
T10908,P324,P323,300,P323,P324,700
T10909,P308,P314,100,P314,P308,100
T10910,P314,P320,100,P320,P314,100
T10911,P320,P309,200,P309,P320,100
T10912,P320,P312,100,P312,P320,100
T10913,P308,P307,300,P307,P308,100
T10914,P308,P309,100,P309,P308,100
T10915,P309,P307,100,P307,P309,100
T10916,P310,P308,100,P308,P310,100
T10917,P311,P312,100,P312,P311,1400
T10918,P311,P310,200,P310,P311,300
T10919,P307,P312,300,P312,P307,600
T10920,P312,P311,300,P311,P312,700
T10921,P314,P313,300,P313,P314,100
T10922,P314,P315,100,P315,P314,100
T10923,P315,P313,100,P313,P315,100
T10924,P316,P314,100,P314,P316,100
T10925,P317,P318,100,P318,P317,1400
T10926,P317,P316,200,P316,P317,300
T10927,P313,P318,300,P318,P313,600
T10928,P318,P317,300,P317,P318,700
T10929,P320,P319,300,P319,P320,100
T10930,P320,P321,100,P321,P320,100
T10931,P321,P319,100,P319,P321,100
T10932,P322,P320,100,P320,P322,100
T10933,P323,P324,100,P324,P323,1400
T10934,P323,P322,200,P322,P323,300
T10935,P319,P324,300,P324,P319,600
T10936,P324,P323,300,P323,P324,700
T10937,P308,P314,100,P314,P308,100
T10938,P314,P320,100,P320,P314,100
T10939,P320,P309,100,P309,P320,100
T10940,P309,P312,100,P312,P309,100
T10941,P308,P307,300,P307,P308,100
T10942,P308,P309,100,P309,P308,100
T10943,P309,P307,100,P307,P309,100
T10944,P310,P308,100,P308,P310,100
T10945,P311,P312,100,P312,P311,1400
T10946,P311,P310,200,P310,P311,300
T10947,P307,P312,300,P312,P307,600
T10948,P312,P311,300,P311,P312,700
T10949,P314,P313,300,P313,P314,100
T10950,P314,P315,100,P315,P314,100
T10951,P315,P313,100,P313,P315,100
T10952,P316,P314,100,P314,P316,100
T10953,P317,P318,100,P318,P317,1400
T10954,P317,P316,200,P316,P317,300
T10955,P313,P318,300,P318,P313,600
T10956,P318,P317,300,P317,P318,700
T10957,P320,P319,300,P319,P320,100
T10958,P320,P321,100,P321,P320,100
T10959,P321,P319,100,P319,P321,100
T10960,P322,P320,100,P320,P322,100
T10961,P323,P324,100,P324,P323,1400
T10962,P323,P322,200,P322,P323,300
T10963,P319,P324,300,P324,P319,600
T10964,P324,P323,300,P323,P324,700
T10965,P308,P314,100,P314,P308,100
T10966,P314,P320,100,P320,P314,100
T10967,P320,P309,200,P309,P320,100
T10968,P320,P312,100,P312,P320,100
T10969,P308,P307,300,P307,P308,100
T10970,P308,P309,100,P309,P308,100
T10971,P309,P307,100,P307,P309,100
T10972,P310,P308,100,P308,P310,100
T10973,P311,P312,100,P312,P311,1400
T10974,P311,P310,200,P310,P311,300
T10975,P307,P312,300,P312,P307,600
T10976,P312,P311,300,P311,P312,700
T10977,P314,P313,300,P313,P314,100
T10978,P314,P315,100,P315,P314,100
T10979,P315,P313,100,P313,P315,100
T10980,P316,P314,100,P314,P316,100
T10981,P317,P318,100,P318,P317,1400
T10982,P317,P316,200,P316,P317,300
T10983,P313,P318,300,P318,P313,600
T10984,P318,P317,300,P317,P318,700
T10985,P320,P319,300,P319,P320,100
T10986,P320,P321,100,P321,P320,100
T10987,P321,P319,100,P319,P321,100
T10988,P322,P320,100,P320,P322,100
T10989,P323,P324,100,P324,P323,1400
T10990,P323,P322,200,P322,P323,300
T10991,P319,P324,300,P324,P319,600
T10992,P324,P323,300,P323,P324,700
T10993,P308,P314,100,P314,P308,100
T10994,P314,P320,100,P320,P314,100
T10995,P320,P309,100,P309,P320,100
T10996,P309,P312,100,P312,P309,100
T10997,P308,P307,300,P307,P308,100
T10998,P308,P309,100,P309,P308,100
T10999,P309,P307,100,P307,P309,100
T11000,P310,P308,100,P308,P310,100
T11001,P311,P312,100,P312,P311,1400
T11002,P311,P310,200,P310,P311,300
T11003,P307,P312,300,P312,P307,600
T11004,P312,P311,300,P311,P312,700
T11005,P314,P313,300,P313,P314,100
T11006,P314,P315,100,P315,P314,100
T11007,P315,P313,100,P313,P315,100
T11008,P316,P314,100,P314,P316,100
T11009,P317,P318,100,P318,P317,1400
T11010,P317,P316,200,P316,P317,300
T11011,P313,P318,300,P318,P313,600
T11012,P318,P317,300,P317,P318,700
T11013,P320,P319,300,P319,P320,100
T11014,P320,P321,100,P321,P320,100
T11015,P321,P319,100,P319,P321,100
T11016,P322,P320,100,P320,P322,100
T11017,P323,P324,100,P324,P323,1400
T11018,P323,P322,200,P322,P323,300
T11019,P319,P324,300,P324,P319,600
T11020,P324,P323,300,P323,P324,700
T11021,P308,P314,100,P314,P308,100
T11022,P314,P320,100,P320,P314,100
T11023,P320,P309,200,P309,P320,100
T11024,P320,P312,100,P312,P320,100
T11025,P308,P307,300,P307,P308,100
T11026,P308,P309,100,P309,P308,100
T11027,P309,P307,100,P307,P309,100
T11028,P310,P308,100,P308,P310,100
T11029,P311,P312,100,P312,P311,1400
T11030,P311,P310,200,P310,P311,300
T11031,P307,P312,300,P312,P307,600
T11032,P312,P311,300,P311,P312,700
T11033,P314,P313,300,P313,P314,100
T11034,P314,P315,100,P315,P314,100
T11035,P315,P313,100,P313,P315,100
T11036,P316,P314,100,P314,P316,100
T11037,P317,P318,100,P318,P317,1400
T11038,P317,P316,200,P316,P317,300
T11039,P313,P318,300,P318,P313,600
T11040,P318,P317,300,P317,P318,700
T11041,P320,P319,300,P319,P320,100
T11042,P320,P321,100,P321,P320,100
T11043,P321,P319,100,P319,P321,100
T11044,P322,P320,100,P320,P322,100
T11045,P323,P324,100,P324,P323,1400
T11046,P323,P322,200,P322,P323,300
T11047,P319,P324,300,P324,P319,600
T11048,P324,P323,300,P323,P324,700
T11049,P308,P314,100,P314,P308,100
T11050,P314,P320,100,P320,P314,100
T11051,P320,P309,100,P309,P320,100
T11052,P309,P312,100,P312,P309,100
T11053,P308,P307,300,P307,P308,100
T11054,P308,P309,100,P309,P308,100
T11055,P309,P307,100,P307,P309,100
T11056,P310,P308,100,P308,P310,100
T11057,P311,P312,100,P312,P311,1400
T11058,P311,P310,200,P310,P311,300
T11059,P307,P312,300,P312,P307,600
T11060,P312,P311,300,P311,P312,700
T11061,P314,P313,300,P313,P314,100
T11062,P314,P315,100,P315,P314,100
T11063,P315,P313,100,P313,P315,100
T11064,P316,P314,100,P314,P316,100
T11065,P317,P318,100,P318,P317,1400
T11066,P317,P316,200,P316,P317,300
T11067,P313,P318,300,P318,P313,600
T11068,P318,P317,300,P317,P318,700
T11069,P320,P319,300,P319,P320,100
T11070,P320,P321,100,P321,P320,100
T11071,P321,P319,100,P319,P321,100
T11072,P322,P320,100,P320,P322,100
T11073,P323,P324,100,P324,P323,1400
T11074,P323,P322,200,P322,P323,300
T11075,P319,P324,300,P324,P319,600
T11076,P324,P323,300,P323,P324,700
T11077,P308,P314,100,P314,P308,100
T11078,P314,P320,100,P320,P314,100
T11079,P320,P309,200,P309,P320,100
T11080,P320,P312,100,P312,P320,100
T11081,P326,P325,300,P325,P326,100
T11082,P326,P327,100,P327,P326,100
T11083,P327,P325,100,P325,P327,100
T11084,P328,P326,100,P326,P328,100
T11085,P329,P330,100,P330,P329,1400
T11086,P329,P328,200,P328,P329,300
T11087,P325,P330,300,P330,P325,600
T11088,P330,P329,300,P329,P330,700
T11089,P332,P331,300,P331,P332,100
T11090,P332,P333,100,P333,P332,100
T11091,P333,P331,100,P331,P333,100
T11092,P334,P332,100,P332,P334,100
T11093,P335,P336,100,P336,P335,1400
T11094,P335,P334,200,P334,P335,300
T11095,P331,P336,300,P336,P331,600
T11096,P336,P335,300,P335,P336,700
T11097,P338,P337,300,P337,P338,100
T11098,P338,P339,100,P339,P338,100
T11099,P339,P337,100,P337,P339,100
T11100,P340,P338,100,P338,P340,100
T11101,P341,P342,100,P342,P341,1400
T11102,P341,P340,200,P340,P341,300
T11103,P337,P342,300,P342,P337,600
T11104,P342,P341,300,P341,P342,700
T11105,P326,P332,100,P332,P326,100
T11106,P332,P338,100,P338,P332,100
T11107,P338,P327,100,P327,P338,100
T11108,P327,P330,100,P330,P327,100
T11109,P326,P325,300,P325,P326,100
T11110,P326,P327,100,P327,P326,100
T11111,P327,P325,100,P325,P327,100
T11112,P328,P326,100,P326,P328,100
T11113,P329,P330,100,P330,P329,1400
T11114,P329,P328,200,P328,P329,300
T11115,P325,P330,300,P330,P325,600
T11116,P330,P329,300,P329,P330,700
T11117,P332,P331,300,P331,P332,100
T11118,P332,P333,100,P333,P332,100
T11119,P333,P331,100,P331,P333,100
T11120,P334,P332,100,P332,P334,100
T11121,P335,P336,100,P336,P335,1400
T11122,P335,P334,200,P334,P335,300
T11123,P331,P336,300,P336,P331,600
T11124,P336,P335,300,P335,P336,700
T11125,P338,P337,300,P337,P338,100
T11126,P338,P339,100,P339,P338,100
T11127,P339,P337,100,P337,P339,100
T11128,P340,P338,100,P338,P340,100
T11129,P341,P342,100,P342,P341,1400
T11130,P341,P340,200,P340,P341,300
T11131,P337,P342,300,P342,P337,600
T11132,P342,P341,300,P341,P342,700
T11133,P326,P332,100,P332,P326,100
T11134,P332,P338,100,P338,P332,100
T11135,P338,P327,200,P327,P338,100
T11136,P338,P330,100,P330,P338,100
T11137,P326,P325,300,P325,P326,100
T11138,P326,P327,100,P327,P326,100
T11139,P327,P325,100,P325,P327,100
T11140,P328,P326,100,P326,P328,100
T11141,P329,P330,100,P330,P329,1400
T11142,P329,P328,200,P328,P329,300
T11143,P325,P330,300,P330,P325,600
T11144,P330,P329,300,P329,P330,700
T11145,P332,P331,300,P331,P332,100
T11146,P332,P333,100,P333,P332,100
T11147,P333,P331,100,P331,P333,100
T11148,P334,P332,100,P332,P334,100
T11149,P335,P336,100,P336,P335,1400
T11150,P335,P334,200,P334,P335,300
T11151,P331,P336,300,P336,P331,600
T11152,P336,P335,300,P335,P336,700
T11153,P338,P337,300,P337,P338,100
T11154,P338,P339,100,P339,P338,100
T11155,P339,P337,100,P337,P339,100
T11156,P340,P338,100,P338,P340,100
T11157,P341,P342,100,P342,P341,1400
T11158,P341,P340,200,P340,P341,300
T11159,P337,P342,300,P342,P337,600
T11160,P342,P341,300,P341,P342,700
T11161,P326,P332,100,P332,P326,100
T11162,P332,P338,100,P338,P332,100
T11163,P338,P327,100,P327,P338,100
T11164,P327,P330,100,P330,P327,100
T11165,P326,P325,300,P325,P326,100
T11166,P326,P327,100,P327,P326,100
T11167,P327,P325,100,P325,P327,100
T11168,P328,P326,100,P326,P328,100
T11169,P329,P330,100,P330,P329,1400
T11170,P329,P328,200,P328,P329,300
T11171,P325,P330,300,P330,P325,600
T11172,P330,P329,300,P329,P330,700
T11173,P332,P331,300,P331,P332,100
T11174,P332,P333,100,P333,P332,100
T11175,P333,P331,100,P331,P333,100
T11176,P334,P332,100,P332,P334,100
T11177,P335,P336,100,P336,P335,1400
T11178,P335,P334,200,P334,P335,300
T11179,P331,P336,300,P336,P331,600
T11180,P336,P335,300,P335,P336,700
T11181,P338,P337,300,P337,P338,100
T11182,P338,P339,100,P339,P338,100
T11183,P339,P337,100,P337,P339,100
T11184,P340,P338,100,P338,P340,100
T11185,P341,P342,100,P342,P341,1400
T11186,P341,P340,200,P340,P341,300
T11187,P337,P342,300,P342,P337,600
T11188,P342,P341,300,P341,P342,700
T11189,P326,P332,100,P332,P326,100
T11190,P332,P338,100,P338,P332,100
T11191,P338,P327,200,P327,P338,100
T11192,P338,P330,100,P330,P338,100
T11193,P326,P325,300,P325,P326,100
T11194,P326,P327,100,P327,P326,100
T11195,P327,P325,100,P325,P327,100
T11196,P328,P326,100,P326,P328,100
T11197,P329,P330,100,P330,P329,1400
T11198,P329,P328,200,P328,P329,300
T11199,P325,P330,300,P330,P325,600
T11200,P330,P329,300,P329,P330,700
T11201,P332,P331,300,P331,P332,100
T11202,P332,P333,100,P333,P332,100
T11203,P333,P331,100,P331,P333,100
T11204,P334,P332,100,P332,P334,100
T11205,P335,P336,100,P336,P335,1400
T11206,P335,P334,200,P334,P335,300
T11207,P331,P336,300,P336,P331,600
T11208,P336,P335,300,P335,P336,700
T11209,P338,P337,300,P337,P338,100
T11210,P338,P339,100,P339,P338,100
T11211,P339,P337,100,P337,P339,100
T11212,P340,P338,100,P338,P340,100
T11213,P341,P342,100,P342,P341,1400
T11214,P341,P340,200,P340,P341,300
T11215,P337,P342,300,P342,P337,600
T11216,P342,P341,300,P341,P342,700
T11217,P326,P332,100,P332,P326,100
T11218,P332,P338,100,P338,P332,100
T11219,P338,P327,100,P327,P338,100
T11220,P327,P330,100,P330,P327,100
T11221,P326,P325,300,P325,P326,100
T11222,P326,P327,100,P327,P326,100
T11223,P327,P325,100,P325,P327,100
T11224,P328,P326,100,P326,P328,100
T11225,P329,P330,100,P330,P329,1400
T11226,P329,P328,200,P328,P329,300
T11227,P325,P330,300,P330,P325,600
T11228,P330,P329,300,P329,P330,700
T11229,P332,P331,300,P331,P332,100
T11230,P332,P333,100,P333,P332,100
T11231,P333,P331,100,P331,P333,100
T11232,P334,P332,100,P332,P334,100
T11233,P335,P336,100,P336,P335,1400
T11234,P335,P334,200,P334,P335,300
T11235,P331,P336,300,P336,P331,600
T11236,P336,P335,300,P335,P336,700
T11237,P338,P337,300,P337,P338,100
T11238,P338,P339,100,P339,P338,100
T11239,P339,P337,100,P337,P339,100
T11240,P340,P338,100,P338,P340,100
T11241,P341,P342,100,P342,P341,1400
T11242,P341,P340,200,P340,P341,300
T11243,P337,P342,300,P342,P337,600
T11244,P342,P341,300,P341,P342,700
T11245,P326,P332,100,P332,P326,100
T11246,P332,P338,100,P338,P332,100
T11247,P338,P327,200,P327,P338,100
T11248,P338,P330,100,P330,P338,100
T11249,P326,P325,300,P325,P326,100
T11250,P326,P327,100,P327,P326,100
T11251,P327,P325,100,P325,P327,100
T11252,P328,P326,100,P326,P328,100
T11253,P329,P330,100,P330,P329,1400
T11254,P329,P328,200,P328,P329,300
T11255,P325,P330,300,P330,P325,600
T11256,P330,P329,300,P329,P330,700
T11257,P332,P331,300,P331,P332,100
T11258,P332,P333,100,P333,P332,100
T11259,P333,P331,100,P331,P333,100
T11260,P334,P332,100,P332,P334,100
T11261,P335,P336,100,P336,P335,1400
T11262,P335,P334,200,P334,P335,300
T11263,P331,P336,300,P336,P331,600
T11264,P336,P335,300,P335,P336,700
T11265,P338,P337,300,P337,P338,100
T11266,P338,P339,100,P339,P338,100
T11267,P339,P337,100,P337,P339,100
T11268,P340,P338,100,P338,P340,100
T11269,P341,P342,100,P342,P341,1400
T11270,P341,P340,200,P340,P341,300
T11271,P337,P342,300,P342,P337,600
T11272,P342,P341,300,P341,P342,700
T11273,P326,P332,100,P332,P326,100
T11274,P332,P338,100,P338,P332,100
T11275,P338,P327,100,P327,P338,100
T11276,P327,P330,100,P330,P327,100
T11277,P326,P325,300,P325,P326,100
T11278,P326,P327,100,P327,P326,100
T11279,P327,P325,100,P325,P327,100
T11280,P328,P326,100,P326,P328,100
T11281,P329,P330,100,P330,P329,1400
T11282,P329,P328,200,P328,P329,300
T11283,P325,P330,300,P330,P325,600
T11284,P330,P329,300,P329,P330,700
T11285,P332,P331,300,P331,P332,100
T11286,P332,P333,100,P333,P332,100
T11287,P333,P331,100,P331,P333,100
T11288,P334,P332,100,P332,P334,100
T11289,P335,P336,100,P336,P335,1400
T11290,P335,P334,200,P334,P335,300
T11291,P331,P336,300,P336,P331,600
T11292,P336,P335,300,P335,P336,700
T11293,P338,P337,300,P337,P338,100
T11294,P338,P339,100,P339,P338,100
T11295,P339,P337,100,P337,P339,100
T11296,P340,P338,100,P338,P340,100
T11297,P341,P342,100,P342,P341,1400
T11298,P341,P340,200,P340,P341,300
T11299,P337,P342,300,P342,P337,600
T11300,P342,P341,300,P341,P342,700
T11301,P326,P332,100,P332,P326,100
T11302,P332,P338,100,P338,P332,100
T11303,P338,P327,200,P327,P338,100
T11304,P338,P330,100,P330,P338,100
T11305,P326,P325,300,P325,P326,100
T11306,P326,P327,100,P327,P326,100
T11307,P327,P325,100,P325,P327,100
T11308,P328,P326,100,P326,P328,100
T11309,P329,P330,100,P330,P329,1400
T11310,P329,P328,200,P328,P329,300
T11311,P325,P330,300,P330,P325,600
T11312,P330,P329,300,P329,P330,700
T11313,P332,P331,300,P331,P332,100
T11314,P332,P333,100,P333,P332,100
T11315,P333,P331,100,P331,P333,100
T11316,P334,P332,100,P332,P334,100
T11317,P335,P336,100,P336,P335,1400
T11318,P335,P334,200,P334,P335,300
T11319,P331,P336,300,P336,P331,600
T11320,P336,P335,300,P335,P336,700
T11321,P338,P337,300,P337,P338,100
T11322,P338,P339,100,P339,P338,100
T11323,P339,P337,100,P337,P339,100
T11324,P340,P338,100,P338,P340,100
T11325,P341,P342,100,P342,P341,1400
T11326,P341,P340,200,P340,P341,300
T11327,P337,P342,300,P342,P337,600
T11328,P342,P341,300,P341,P342,700
T11329,P326,P332,100,P332,P326,100
T11330,P332,P338,100,P338,P332,100
T11331,P338,P327,100,P327,P338,100
T11332,P327,P330,100,P330,P327,100
T11333,P326,P325,300,P325,P326,100
T11334,P326,P327,100,P327,P326,100
T11335,P327,P325,100,P325,P327,100
T11336,P328,P326,100,P326,P328,100
T11337,P329,P330,100,P330,P329,1400
T11338,P329,P328,200,P328,P329,300
T11339,P325,P330,300,P330,P325,600
T11340,P330,P329,300,P329,P330,700
T11341,P332,P331,300,P331,P332,100
T11342,P332,P333,100,P333,P332,100
T11343,P333,P331,100,P331,P333,100
T11344,P334,P332,100,P332,P334,100
T11345,P335,P336,100,P336,P335,1400
T11346,P335,P334,200,P334,P335,300
T11347,P331,P336,300,P336,P331,600
T11348,P336,P335,300,P335,P336,700
T11349,P338,P337,300,P337,P338,100
T11350,P338,P339,100,P339,P338,100
T11351,P339,P337,100,P337,P339,100
T11352,P340,P338,100,P338,P340,100
T11353,P341,P342,100,P342,P341,1400
T11354,P341,P340,200,P340,P341,300
T11355,P337,P342,300,P342,P337,600
T11356,P342,P341,300,P341,P342,700
T11357,P326,P332,100,P332,P326,100
T11358,P332,P338,100,P338,P332,100
T11359,P338,P327,200,P327,P338,100
T11360,P338,P330,100,P330,P338,100
T11361,P326,P325,300,P325,P326,100
T11362,P326,P327,100,P327,P326,100
T11363,P327,P325,100,P325,P327,100
T11364,P328,P326,100,P326,P328,100
T11365,P329,P330,100,P330,P329,1400
T11366,P329,P328,200,P328,P329,300
T11367,P325,P330,300,P330,P325,600
T11368,P330,P329,300,P329,P330,700
T11369,P332,P331,300,P331,P332,100
T11370,P332,P333,100,P333,P332,100
T11371,P333,P331,100,P331,P333,100
T11372,P334,P332,100,P332,P334,100
T11373,P335,P336,100,P336,P335,1400
T11374,P335,P334,200,P334,P335,300
T11375,P331,P336,300,P336,P331,600
T11376,P336,P335,300,P335,P336,700
T11377,P338,P337,300,P337,P338,100
T11378,P338,P339,100,P339,P338,100
T11379,P339,P337,100,P337,P339,100
T11380,P340,P338,100,P338,P340,100
T11381,P341,P342,100,P342,P341,1400
T11382,P341,P340,200,P340,P341,300
T11383,P337,P342,300,P342,P337,600
T11384,P342,P341,300,P341,P342,700
T11385,P326,P332,100,P332,P326,100
T11386,P332,P338,100,P338,P332,100
T11387,P338,P327,100,P327,P338,100
T11388,P327,P330,100,P330,P327,100
T11389,P326,P325,300,P325,P326,100
T11390,P326,P327,100,P327,P326,100
T11391,P327,P325,100,P325,P327,100
T11392,P328,P326,100,P326,P328,100
T11393,P329,P330,100,P330,P329,1400
T11394,P329,P328,200,P328,P329,300
T11395,P325,P330,300,P330,P325,600
T11396,P330,P329,300,P329,P330,700
T11397,P332,P331,300,P331,P332,100
T11398,P332,P333,100,P333,P332,100
T11399,P333,P331,100,P331,P333,100
T11400,P334,P332,100,P332,P334,100
T11401,P335,P336,100,P336,P335,1400
T11402,P335,P334,200,P334,P335,300
T11403,P331,P336,300,P336,P331,600
T11404,P336,P335,300,P335,P336,700
T11405,P338,P337,300,P337,P338,100
T11406,P338,P339,100,P339,P338,100
T11407,P339,P337,100,P337,P339,100
T11408,P340,P338,100,P338,P340,100
T11409,P341,P342,100,P342,P341,1400
T11410,P341,P340,200,P340,P341,300
T11411,P337,P342,300,P342,P337,600
T11412,P342,P341,300,P341,P342,700
T11413,P326,P332,100,P332,P326,100
T11414,P332,P338,100,P338,P332,100
T11415,P338,P327,200,P327,P338,100
T11416,P338,P330,100,P330,P338,100
T11417,P326,P325,300,P325,P326,100
T11418,P326,P327,100,P327,P326,100
T11419,P327,P325,100,P325,P327,100
T11420,P328,P326,100,P326,P328,100
T11421,P329,P330,100,P330,P329,1400
T11422,P329,P328,200,P328,P329,300
T11423,P325,P330,300,P330,P325,600
T11424,P330,P329,300,P329,P330,700
T11425,P332,P331,300,P331,P332,100
T11426,P332,P333,100,P333,P332,100
T11427,P333,P331,100,P331,P333,100
T11428,P334,P332,100,P332,P334,100
T11429,P335,P336,100,P336,P335,1400
T11430,P335,P334,200,P334,P335,300
T11431,P331,P336,300,P336,P331,600
T11432,P336,P335,300,P335,P336,700
T11433,P338,P337,300,P337,P338,100
T11434,P338,P339,100,P339,P338,100
T11435,P339,P337,100,P337,P339,100
T11436,P340,P338,100,P338,P340,100
T11437,P341,P342,100,P342,P341,1400
T11438,P341,P340,200,P340,P341,300
T11439,P337,P342,300,P342,P337,600
T11440,P342,P341,300,P341,P342,700
T11441,P326,P332,100,P332,P326,100
T11442,P332,P338,100,P338,P332,100
T11443,P338,P327,100,P327,P338,100
T11444,P327,P330,100,P330,P327,100
T11445,P326,P325,300,P325,P326,100
T11446,P326,P327,100,P327,P326,100
T11447,P327,P325,100,P325,P327,100
T11448,P328,P326,100,P326,P328,100
T11449,P329,P330,100,P330,P329,1400
T11450,P329,P328,200,P328,P329,300
T11451,P325,P330,300,P330,P325,600
T11452,P330,P329,300,P329,P330,700
T11453,P332,P331,300,P331,P332,100
T11454,P332,P333,100,P333,P332,100
T11455,P333,P331,100,P331,P333,100
T11456,P334,P332,100,P332,P334,100
T11457,P335,P336,100,P336,P335,1400
T11458,P335,P334,200,P334,P335,300
T11459,P331,P336,300,P336,P331,600
T11460,P336,P335,300,P335,P336,700
T11461,P338,P337,300,P337,P338,100
T11462,P338,P339,100,P339,P338,100
T11463,P339,P337,100,P337,P339,100
T11464,P340,P338,100,P338,P340,100
T11465,P341,P342,100,P342,P341,1400
T11466,P341,P340,200,P340,P341,300
T11467,P337,P342,300,P342,P337,600
T11468,P342,P341,300,P341,P342,700
T11469,P326,P332,100,P332,P326,100
T11470,P332,P338,100,P338,P332,100
T11471,P338,P327,200,P327,P338,100
T11472,P338,P330,100,P330,P338,100
T11473,P326,P325,300,P325,P326,100
T11474,P326,P327,100,P327,P326,100
T11475,P327,P325,100,P325,P327,100
T11476,P328,P326,100,P326,P328,100
T11477,P329,P330,100,P330,P329,1400
T11478,P329,P328,200,P328,P329,300
T11479,P325,P330,300,P330,P325,600
T11480,P330,P329,300,P329,P330,700
T11481,P332,P331,300,P331,P332,100
T11482,P332,P333,100,P333,P332,100
T11483,P333,P331,100,P331,P333,100
T11484,P334,P332,100,P332,P334,100
T11485,P335,P336,100,P336,P335,1400
T11486,P335,P334,200,P334,P335,300
T11487,P331,P336,300,P336,P331,600
T11488,P336,P335,300,P335,P336,700
T11489,P338,P337,300,P337,P338,100
T11490,P338,P339,100,P339,P338,100
T11491,P339,P337,100,P337,P339,100
T11492,P340,P338,100,P338,P340,100
T11493,P341,P342,100,P342,P341,1400
T11494,P341,P340,200,P340,P341,300
